V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,y1,y2,y3,y4
0.639078087,0.556920832,0.553010428,0.191915231,0.395307559,0.381933276,0.301748076,0.178707062,0.203651795,0.240421775,0.207650614,0.159378105,0.110564588,0.13103624,0.133343967,0.123296253,0.055538581,0.078211332,0.086298218,0.076765664,0.917832701,1.299381898,0.982136436,0.877149265,0.800508989,0.684216727,0.620518323,0.523759465,0.479801969,0.503815451,0.482447042,0.449455677,0.397006507,0.380617624,0.365088719,0.317854151,0.294740151,0.284230868,0.289671871,0.277521025,0.594956925,0.70261208,1.016818242,1.106972355,1.061953769,1.021290398,0.995873564,0.927884777,0.950171972,0.889615958,0.849786746,0.800738572,0.799563967,0.802477081,0.808512751,0.798045633,0.749584322,0.70099423,0.659566975,0.579422532,0.528150296,0.594262966,0.624464304,0.715913819,0.806547018,0.966127146,1.041026905,1.239906213,1.197650339,1.104587108,0.987255887,1.092995144,0.963507508,0.890257877,0.991114323,0.894312737,0.919868652,0.822707402,0.919237642,0.909296294,-1,1,1,1,-1
0.659553148,0.537298801,0.43577271,0.164546156,0.302188692,0.269092693,0.231134547,0.137052708,0.154572299,0.180645679,0.167689871,0.109969647,0.087608922,0.079218151,0.104878709,0.083463174,0.047376602,0.045221582,0.062973142,0.05617973,0.894166661,1.239490866,1.005121983,0.901411112,0.798458058,0.677938117,0.575929135,0.476725043,0.444394538,0.478143514,0.479701768,0.449035312,0.409210494,0.389291409,0.35349431,0.306390121,0.260947315,0.266870466,0.267140233,0.262515694,0.634119415,0.891870637,1.232923796,1.445880789,1.43789549,1.177804816,1.143790408,1.338217871,1.150409361,1.233248092,1.23459904,1.244730982,1.169121461,1.181021661,1.133570069,1.052543453,1.003787083,0.975721835,0.891974171,0.879326023,0.526805265,0.598454827,0.638265371,0.79097984,0.788783288,1.170488416,1.299578507,1.475615951,1.372730206,1.434066309,1.327579215,1.357306824,1.121597046,1.124166811,1.183519751,1.135465064,1.152957326,1.273774628,1.239854396,1.264268353,-1,1,1,1,-1
0.6567394,0.569893132,0.521369383,0.163318889,0.367913017,0.358782281,0.285104852,0.146045146,0.171045768,0.20243429,0.173762061,0.129454492,0.091316617,0.109918794,0.111092856,0.098796236,0.055439294,0.067783958,0.087458439,0.075705399,0.968724492,1.313100859,1.083063973,0.917298446,0.808363722,0.773722906,0.75526348,0.601917515,0.564673905,0.588476048,0.597088945,0.572439652,0.525121947,0.507898117,0.43572761,0.384123334,0.362069414,0.370085269,0.385325792,0.374385032,0.555046979,0.661009305,0.850711249,0.925211782,0.883544157,0.84207254,0.832280589,0.816395735,0.731509008,0.746815933,0.773759851,0.737583599,0.704146725,0.710657041,0.662239482,0.611604824,0.616330836,0.591530164,0.594600524,0.582016308,0.576650384,0.619599802,0.68040921,0.89357622,1.062622782,1.309128655,1.326695442,1.411058658,1.287791666,1.192102264,1.202572772,1.159273423,1.186302863,1.123551237,1.111835739,1.097022672,1.096787409,1.173766528,1.178629157,1.078843703,-1,1,1,1,-1
0.658277381,0.502940328,0.528307667,0.178655966,0.345926694,0.339387574,0.279569724,0.157754239,0.165067911,0.216957998,0.200211473,0.120360766,0.087078381,0.096086349,0.115515891,0.092389346,0.038823924,0.045495224,0.069942681,0.04779226,0.840909674,1.15695449,0.917015175,0.808934725,0.667327467,0.58616492,0.530693165,0.409187173,0.405604457,0.419293709,0.420421163,0.353551895,0.346403257,0.320943492,0.274130056,0.235838812,0.248665424,0.255108763,0.262819556,0.274141399,0.626961102,0.792539831,1.118801003,1.394636876,1.402055076,1.367808082,1.277316284,1.221409434,1.18810914,1.182167459,1.125973356,1.043578937,1.023609632,1.062151209,0.998278335,1.004509163,0.951534674,0.809984572,0.748744717,0.670459212,0.495768191,0.537812163,0.640216848,0.736748551,0.923440911,1.063970225,1.161187209,1.216741919,1.465975523,1.531433496,1.220276084,1.241219903,1.227397588,1.133848802,1.057519348,1.046250247,0.947986463,1.02211218,1.042068308,1.116423733,-1,1,1,1,-1
0.626843374,0.463866756,0.541426709,0.149851164,0.334436196,0.307628408,0.25710083,0.135194427,0.154911641,0.17547351,0.173795738,0.12435876,0.102885217,0.095866812,0.113412338,0.107258381,0.051983478,0.065183883,0.084428138,0.077404381,0.826185397,1.186118455,0.999978964,0.853877997,0.725436594,0.67018116,0.623109424,0.506996712,0.452998756,0.460547426,0.467761021,0.431057001,0.391692547,0.374772572,0.36727267,0.327717987,0.308289933,0.299591286,0.297049609,0.323466629,0.605040553,0.725684705,0.934078276,0.98043369,0.991357229,0.948693455,0.935491008,1.012674065,0.981187174,0.909821292,0.962345367,0.923815243,0.961776362,0.905984028,0.984279897,0.931176648,0.837820696,0.849183052,0.750070328,0.728759952,0.526573254,0.601243199,0.71744236,0.841786797,1.062202611,1.465191385,1.477311116,1.53200667,1.562663432,1.521065299,1.528618506,1.448028245,1.337998146,1.140141747,1.111973886,1.292914684,1.354928312,1.398658828,1.237152121,1.385800412,-1,1,1,1,-1
0.685551207,0.542260965,0.534860782,0.152339507,0.367003754,0.34798193,0.258570345,0.140636412,0.173639542,0.205575867,0.187245416,0.120592279,0.095507335,0.110643872,0.113563214,0.090790253,0.051773475,0.060200374,0.072191541,0.062606133,0.829031279,1.248242054,0.998127563,0.90846869,0.796366537,0.672379591,0.552234438,0.468909557,0.495624176,0.489042462,0.445221407,0.385794416,0.353573924,0.326312541,0.282384849,0.263153233,0.239368917,0.241759885,0.24242583,0.244064491,0.649677248,0.888810231,1.240734524,1.366210141,1.495159127,1.320789767,1.168806294,1.32965271,1.29320369,1.212596632,1.074437991,1.02772774,1.073190636,1.084987123,1.120540168,1.089685238,1.101653345,0.961961993,0.966817005,0.900465182,0.55156873,0.634867061,0.781206239,1.025286052,1.268694374,1.337716936,1.665021173,1.567072948,1.600334771,1.549431911,1.392095019,1.370968796,1.260551273,1.321373942,1.19166102,1.102636586,1.222956656,1.348336919,1.458186816,1.302490544,-1,1,1,1,-1
0.62981116,0.475945453,0.465590207,0.131359044,0.301868487,0.267307454,0.223198353,0.118781661,0.159882663,0.166001793,0.15812126,0.114645879,0.097298382,0.104822814,0.124705222,0.09768781,0.053937469,0.068754244,0.094172396,0.07242437,0.983587071,1.290805594,0.975806779,0.933326587,0.821977773,0.674192769,0.615798587,0.514214444,0.497257856,0.50038473,0.480030539,0.441623696,0.39504026,0.359304185,0.325301675,0.296402927,0.278434043,0.25665786,0.260578532,0.25077459,0.517898266,0.577535541,0.711029215,0.78322645,0.742769477,0.701119885,0.717427029,0.703506755,0.74194027,0.699801348,0.696059923,0.70346525,0.715209443,0.772534166,0.768884607,0.74659612,0.717124147,0.648618042,0.559797623,0.515448687,0.544191623,0.614722435,0.680005909,0.803614351,1.01011315,0.952535173,1.360429058,1.364874686,1.508037798,1.633724926,1.318405753,1.331660086,1.310844364,1.39960971,1.203139568,1.153298649,1.039099443,0.997207459,1.084545615,1.119757018,-1,1,1,1,-1
0.652671417,0.552655235,0.531255532,0.163486586,0.386594608,0.349949713,0.270663965,0.146618102,0.179326638,0.215031427,0.192756687,0.122478677,0.100090473,0.085308361,0.114559901,0.093021996,0.049786771,0.047502735,0.068381523,0.055518454,0.845487935,1.274329147,0.995643735,0.86871936,0.750781548,0.583853497,0.52697645,0.427412161,0.4464247,0.433594742,0.427040616,0.393509231,0.356729658,0.324711425,0.287509219,0.238656551,0.219587982,0.225545749,0.231359273,0.22571355,0.609803896,0.728022518,0.972948276,1.05366426,1.11571182,1.05978786,1.1581125,1.036537395,1.095492595,1.02415325,1.023537085,0.953188981,0.992650917,0.905894666,0.998389996,1.008451025,0.988288036,0.925733328,0.802487649,0.703086808,0.578982148,0.647790462,0.743352242,0.884461355,1.119963761,1.329401071,1.764114982,1.707875728,1.672999394,1.618851131,1.503856671,1.435679586,1.161414906,1.244676449,1.120649221,1.167398857,1.145661358,1.231026063,1.136442508,1.156492537,-1,1,1,1,-1
0.646267697,0.536536613,0.503327021,0.172617837,0.327143524,0.315132502,0.226026636,0.151246873,0.17131651,0.165054873,0.163678315,0.126280538,0.090880696,0.086462993,0.110821088,0.098276559,0.044390255,0.061207289,0.074334584,0.060426003,0.948693962,1.283568137,1.065762884,0.951661345,0.858722625,0.730182816,0.650705642,0.541180986,0.522704813,0.526091829,0.509767645,0.482961281,0.40981318,0.405402863,0.349507822,0.291236367,0.266146161,0.274215307,0.282251357,0.268774283,0.544476743,0.635572893,0.829039906,0.867649432,0.795091132,0.696526418,0.746193518,0.745517359,0.717376846,0.703213845,0.70162061,0.681427417,0.71099955,0.762620634,0.791889216,0.792328988,0.819162855,0.744414893,0.749489258,0.717424088,0.606671699,0.695558453,0.881948618,1.135907201,1.400771816,1.59502988,1.817570227,1.535295655,1.515665184,1.487857453,1.342009697,1.106063095,1.161820817,1.21478372,1.294889353,1.293408877,1.213918026,1.230664694,1.121654783,1.089267953,-1,1,1,1,-1
0.585861682,0.518977586,0.51620537,0.147993471,0.345323706,0.336557345,0.273671262,0.151474479,0.164762529,0.226142478,0.192094192,0.139008256,0.097417611,0.102046959,0.128477893,0.11206302,0.050534798,0.06177922,0.07942007,0.06203112,0.826987475,1.074783734,0.861661467,0.746896592,0.615549454,0.512919873,0.51393235,0.486464293,0.476114012,0.449578424,0.43479714,0.409675553,0.406574762,0.394464475,0.348024709,0.312111944,0.309852875,0.308812478,0.286142261,0.260970742,0.620607993,0.902471354,1.25303382,1.368225314,1.347215871,1.190300691,1.109294437,1.182511583,1.266371031,1.131264185,1.009942007,0.912751148,0.872813803,0.946362448,1.015237316,1.023084324,0.990303,0.95762313,0.940457027,0.87307925,0.613503904,0.729256446,0.871405563,1.108039702,1.318684973,1.589689832,1.793701822,1.518057011,1.879734191,1.806160229,1.586215997,1.366389688,1.44032618,1.453621475,1.441713553,1.439975929,1.460928746,1.542512913,1.387895642,1.347073648,-1,1,1,1,-1
0.637714345,0.53761089,0.516784953,0.191900263,0.369662034,0.347295025,0.260697402,0.166833579,0.191102647,0.207614593,0.179260167,0.13778761,0.088653332,0.095103307,0.118034273,0.099606265,0.039783327,0.048938996,0.074109876,0.064830632,0.840642712,1.038912402,0.881890506,0.769729042,0.635979029,0.622425728,0.54873923,0.463197765,0.447312053,0.461640006,0.455339682,0.429535508,0.404990234,0.367275712,0.345101678,0.32638004,0.300820433,0.273331735,0.261806436,0.251772552,0.538210565,0.650467823,0.86321358,0.95140686,0.99029465,0.935937852,0.895207344,0.872259951,0.820048978,0.781238136,0.833779167,0.781612715,0.778747788,0.839390664,0.834458142,0.788961746,0.708819593,0.630919137,0.582885085,0.560688454,0.619636987,0.693427758,0.817989639,1.064231569,1.35495987,1.369140103,1.533214084,1.479915827,1.316237497,1.266740655,1.252118204,1.25965717,1.217320752,1.211063939,1.219246198,1.153810732,1.165752959,1.108516546,1.121687824,0.955379298,-1,1,1,1,-1
0.740407799,0.601747236,0.624586368,0.175618775,0.421167638,0.378218409,0.33278068,0.156346098,0.203987583,0.233190044,0.213086305,0.131703895,0.113962219,0.113614632,0.12802553,0.101683365,0.054640299,0.068452309,0.078621029,0.066146364,0.935099713,1.206249974,1.012891639,0.862354745,0.798160838,0.683745206,0.590728521,0.52560059,0.476285948,0.485546099,0.472964573,0.430030296,0.403842399,0.381861304,0.344458008,0.29320395,0.268806237,0.265053336,0.26417716,0.275832509,0.6172839,0.789065806,1.120111541,1.325736941,1.536429802,1.557247352,1.503836381,1.326894747,1.319135415,1.264915995,1.165978482,1.252316404,1.189544199,1.150872544,1.041329142,0.954955677,0.916398158,0.891059423,0.816213889,0.729357786,0.576016096,0.636942507,0.73993594,0.942495989,1.044626945,1.379751402,1.394593164,1.726580359,1.998965681,1.858116371,1.483860605,1.582210468,1.272078364,1.323386098,1.1856706,1.282776682,1.266627975,1.288217199,1.189170619,1.234954542,-1,1,1,1,-1
0.468156759,0.426330754,0.458119435,0.156411928,0.333560277,0.306159335,0.256682251,0.150578765,0.149713824,0.165851591,0.159343604,0.118452742,0.076735323,0.070206673,0.089878728,0.083073414,0.037434717,0.029237846,0.047970914,0.036928121,0.973262995,1.293528875,1.105069897,0.95697868,0.843041593,0.775704259,0.654171234,0.515147586,0.494944585,0.518624278,0.51271924,0.471788075,0.436618005,0.379337133,0.322606799,0.315856214,0.284110036,0.278175067,0.263737204,0.248852349,0.619167984,0.840088456,1.135960365,1.301056768,1.279852038,1.126722854,1.103361709,1.074710162,1.031078719,0.956520092,0.975386118,0.937451151,0.916373448,0.874610483,0.826617734,0.767904228,0.76469394,0.73466415,0.704309881,0.678609673,0.569200093,0.640213983,0.757420445,0.892486649,0.968331452,1.166750094,1.186581062,1.153979634,1.161500422,1.245501328,1.14999703,1.123462047,0.980368899,0.871518576,1.028167772,1.020626028,1.183994655,1.065478362,1.11218317,1.057294877,-1,1,1,1,-1
0.691942395,0.551538091,0.592153948,0.15607936,0.378601729,0.359108311,0.287850318,0.148930227,0.175701886,0.206421549,0.18931047,0.129044982,0.085545934,0.110470554,0.122379664,0.096636391,0.052682079,0.062802788,0.078474447,0.064012067,0.821808121,1.125861567,0.87680232,0.772275184,0.693754763,0.594633073,0.544597991,0.408560615,0.421377348,0.490736877,0.441578188,0.406948734,0.381728446,0.344069974,0.280201493,0.24033915,0.213951477,0.231152541,0.261696042,0.253143247,0.626369493,0.808741445,1.213515634,1.286401406,1.41675275,1.26069289,1.155456619,1.19492542,1.176954383,1.146412789,1.036735907,0.950253197,0.870657634,0.93622407,0.964832079,0.949941075,0.906829923,0.821284574,0.732862479,0.652508252,0.498842974,0.562440201,0.572863309,0.660033967,0.7443746,0.8631282,0.985350703,1.14885627,1.113383606,1.161624839,1.138733869,1.056739651,0.998488622,0.937875736,0.88382672,1.037416316,1.076218158,1.114282447,1.021068327,1.125528818,-1,1,1,1,-1
0.465303539,0.425397753,0.39643509,0.132365982,0.290758958,0.269920938,0.235805533,0.11714395,0.138371965,0.161234926,0.14179037,0.098666505,0.064751292,0.072845159,0.084548922,0.066864177,0.036470059,0.030920861,0.048857725,0.03899407,0.888587886,1.104710402,0.869151566,0.801254377,0.687455709,0.638800079,0.589559091,0.485570361,0.436070668,0.455027384,0.46725227,0.433044992,0.408803776,0.374395729,0.333115097,0.293452898,0.247240263,0.237140876,0.242534486,0.262212857,0.59235323,0.763549073,0.981251754,1.020601146,0.960584311,0.894104649,0.94192784,0.909946306,0.832223901,0.861198745,0.899288085,0.926248685,0.970740284,0.918811041,0.86945608,0.779484018,0.677074845,0.62650999,0.605208347,0.628502881,0.501310895,0.589247992,0.608086779,0.702060089,0.73219823,0.900655476,0.944657237,1.084609847,1.030958668,1.025052038,1.01661015,0.978635717,0.811703541,0.806350031,0.808795744,0.82110277,0.809108198,0.779338549,0.699840664,0.755152852,-1,1,1,1,-1
0.613129078,0.528920247,0.533264799,0.189372321,0.353279997,0.365321222,0.280870186,0.157284214,0.18615987,0.203543737,0.187821453,0.119304219,0.093230924,0.107763308,0.117666625,0.088035213,0.046823413,0.059113881,0.06851609,0.054634965,1.012592121,1.440949818,1.081783496,0.982568806,0.917516804,0.761416526,0.637740078,0.494488533,0.508993855,0.540079841,0.567324852,0.500916883,0.471056725,0.418466958,0.352884634,0.306162085,0.276226062,0.270851762,0.272925721,0.242865779,0.558375917,0.642249346,0.828209063,0.839003548,0.769012931,0.793131913,0.755550242,0.771430915,0.736769226,0.710098509,0.690245835,0.695044977,0.65616879,0.653288305,0.622491448,0.578778885,0.513262682,0.481182883,0.464815486,0.458334885,0.506470396,0.588420908,0.633132261,0.717551942,0.878760868,0.987447387,1.204524376,1.337844842,1.362325987,1.182532253,1.080554956,1.010363288,0.979771611,0.890969229,0.868294268,0.959821706,0.977114736,0.969735187,0.986481065,0.834107805,-1,1,1,1,-1
0.607125151,0.499001115,0.528465802,0.1602822,0.340245151,0.310414888,0.249715394,0.148905798,0.149707559,0.183550197,0.168106201,0.124611042,0.093408222,0.084642252,0.102763324,0.083084519,0.045945153,0.049654327,0.064946657,0.046478344,0.841845056,1.210765251,0.973091583,0.836752033,0.763229916,0.620037156,0.565637843,0.500983312,0.49189752,0.445486951,0.403628301,0.382374316,0.372260645,0.369534844,0.351257781,0.349914272,0.319464472,0.304481209,0.286781067,0.295123394,0.637197039,0.818341981,1.162926533,1.322366985,1.27143527,1.100846439,1.212419646,1.209808661,1.276272922,1.154644523,1.075044819,1.032241751,1.053107899,1.029574322,1.001988156,1.051705692,1.048190871,1.00503819,0.932930441,0.85728409,0.569272243,0.664078621,0.796706572,1.02898685,1.224643572,1.467812648,1.589506486,1.724184746,1.976452476,1.554662332,1.540206121,1.621058443,1.2508589,1.354899408,1.320057002,1.53739618,1.427277216,1.496067958,1.415383226,1.326968895,-1,1,1,1,-1
